"account_number","suite","house_number","street_name","garage","neighbourhood_id","neighbourhood","ward","assessed_value","latitude","longitude","point_location","tax_class_pct_1","tax_class_pct_2","tax_class_pct_3","mill_class_1","mill_class_2","mill_class_3"
"1308048","110","2908","116A AVENUE NW","N","2660","RUNDLE HEIGHTS","Métis Ward","84000","53.569481415092525","-113.38808091658704","POINT (-113.38808091658704 53.569481415092525)","100",,,"RESIDENTIAL",,
"1101294",,"15208","77 AVENUE NW","Y","4430","RIO TERRACE","sipiwiyiniwak Ward","482500","53.51094422469986","-113.5838095157335","POINT (-113.5838095157335 53.51094422469986)","100",,,"RESIDENTIAL",,
"1085141","801","12121","JASPER AVENUE NW","N","1150","OLIVER","O-day'min Ward","116500","53.540771906982826","-113.5321360279101","POINT (-113.5321360279101 53.540771906982826)","100",,,"RESIDENTIAL",,
"1129352",,"7339","188 STREET NW","Y","4270","LYMBURN","sipiwiyiniwak Ward","337000","53.50822470020137","-113.64824388459343","POINT (-113.64824388459343 53.50822470020137)","100",,,"RESIDENTIAL",,
"1159326","18","14511","52 STREET NW","N","2130","CASSELMAN","Dene Ward","173000","53.607528465911926","-113.41879998724329","POINT (-113.41879998724329 53.607528465911926)","100",,,"RESIDENTIAL",,
"1022037",,"4","WOLF WILLOW POINT NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","1038500","53.500847352775175","-113.59599248797586","POINT (-113.59599248797586 53.500847352775175)","100",,,"RESIDENTIAL",,
"1290964","205","9408","149 STREET NW","N","4500","SHERWOOD","sipiwiyiniwak Ward","76000","53.53019751261466","-113.57853573530407","POINT (-113.57853573530407 53.53019751261466)","100",,,"RESIDENTIAL",,
"1167485",,"9289","172 STREET NW","N","4520","SUMMERLEA","sipiwiyiniwak Ward","138000","53.52800472622175","-113.61671271516741","POINT (-113.61671271516741 53.52800472622175)","100",,,"RESIDENTIAL",,
"1307008",,"9836","149 STREET NW","N","4580","WEST JASPER PLACE","Nakota Isga Ward","1406000","53.536943656727125","-113.57854996731584","POINT (-113.57854996731584 53.536943656727125)","100",,,"OTHER RESIDENTIAL",,
"1180546",,,,"N","5480","STRATHCONA","papastew Ward","7000","53.5241732479624","-113.4926579174034","POINT (-113.4926579174034 53.5241732479624)","100",,,"RESIDENTIAL",,
"1091024",,"16624","78 AVENUE NW","Y","4390","PATRICIA HEIGHTS","sipiwiyiniwak Ward","417500","53.511482494928394","-113.60975814179608","POINT (-113.60975814179608 53.511482494928394)","100",,,"RESIDENTIAL",,
"1128230",,"8216","151 STREET NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","410500","53.51590492371485","-113.58138294829264","POINT (-113.58138294829264 53.51590492371485)","100",,,"RESIDENTIAL",,
"1032648",,"15104","58 STREET NW","Y","2530","MCLEOD","Dene Ward","359500","53.61303831652138","-113.43087529578204","POINT (-113.43087529578204 53.61303831652138)","100",,,"RESIDENTIAL",,
"1325851",,"9506","162 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","323500","53.532342058565234","-113.60141772048513","POINT (-113.60141772048513 53.532342058565234)","100",,,"RESIDENTIAL",,
"1178607",,,,"N","5480","STRATHCONA","papastew Ward","7000","53.5241732479624","-113.4926579174034","POINT (-113.4926579174034 53.5241732479624)","100",,,"RESIDENTIAL",,
"1276096",,"3518","HILL VIEW CRESCENT NW","Y","6300","HILLVIEW","Karhiio Ward","456500","53.468493337729235","-113.42224008362865","POINT (-113.42224008362865 53.468493337729235)","100",,,"RESIDENTIAL",,
"1080654",,"9505","184 STREET NW","N","4240","LA PERLE","Nakota Isga Ward","278000","53.530089890202945","-113.64006508532539","POINT (-113.64006508532539 53.530089890202945)","100",,,"RESIDENTIAL",,
"1158070",,"8105","162 STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","332500","53.5156289041245","-113.60086663948854","POINT (-113.60086663948854 53.5156289041245)","100",,,"RESIDENTIAL",,
"1273994",,"9738","155 STREET NW","Y","4580","WEST JASPER PLACE","Nakota Isga Ward","313500","53.535607846746245","-113.589051914713","POINT (-113.589051914713 53.535607846746245)","100",,,"RESIDENTIAL",,
"1032580",,"3411","48 STREET NW","N","6530","MINCHAU","Sspomitapi Ward","136000","53.46502285490047","-113.41502901670978","POINT (-113.41502901670978 53.46502285490047)","100",,,"RESIDENTIAL",,
"1181718",,"18931","75 AVENUE NW","N","4270","LYMBURN","sipiwiyiniwak Ward","322000","53.50946999033216","-113.65123926925382","POINT (-113.65123926925382 53.50946999033216)","100",,,"RESIDENTIAL",,
"1070101",,"1804","184 STREET SW","N","5574","KESWICK","pihêsiwin Ward","1646500","53.41483334535246","-113.64554353441899","POINT (-113.64554353441899 53.41483334535246)","48","40","11","RESIDENTIAL","COMMERCIAL","RESIDENTIAL"
"1207877",,"9317","162 STREET NW","N","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","329000","53.52941959186013","-113.60093258222919","POINT (-113.60093258222919 53.52941959186013)","100",,,"RESIDENTIAL",,
"1072818",,"7290","18 STREET NW","N","6690","SOUTHEAST INDUSTRIAL","Sspomitapi Ward","2770500","53.50774789736175","-113.3726354664806","POINT (-113.3726354664806 53.50774789736175)","100",,,"COMMERCIAL",,
"1291905","203","17123","63 AVENUE NW","N","4080","CALLINGWOOD SOUTH","sipiwiyiniwak Ward","120500","53.49898412109566","-113.61930247119706","POINT (-113.61930247119706 53.49898412109566)","100",,,"RESIDENTIAL",,
"1195213",,"8820","159A STREET NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","375500","53.52348779920539","-113.59665653021331","POINT (-113.59665653021331 53.52348779920539)","100",,,"RESIDENTIAL",,
"1088970","59","13833","30 STREET NW","N","2320","HAIRSINE","Dene Ward","162000","53.6019020663816","-113.38760909982864","POINT (-113.38760909982864 53.6019020663816)","100",,,"RESIDENTIAL",,
"1005727","210","11429","124 STREET NW","N","3240","INGLEWOOD","Anirniq Ward","121500","53.56473554691068","-113.53542050666546","POINT (-113.53542050666546 53.56473554691068)","100",,,"RESIDENTIAL",,
"1241637","65","2204","118 STREET NW","N","5460","SKYRATTLER","Ipiihkoohkanipiaohtsi Ward","146000","53.45276524932354","-113.53139026050656","POINT (-113.53139026050656 53.45276524932354)","100",,,"RESIDENTIAL",,
"1112036",,"7305","155 STREET NW","Y","4430","RIO TERRACE","sipiwiyiniwak Ward","468000","53.50526843799941","-113.5886254298917","POINT (-113.5886254298917 53.50526843799941)","100",,,"RESIDENTIAL",,
"1225085",,"10812","20 AVENUE NW","N","5250","KEHEEWIN","Ipiihkoohkanipiaohtsi Ward","333000","53.45113692492971","-113.50763956302997","POINT (-113.50763956302997 53.45113692492971)","100",,,"RESIDENTIAL",,
"1218148",,"16623","83 AVENUE NW","N","4140","ELMWOOD","sipiwiyiniwak Ward","421000","53.51612118780273","-113.60915178424662","POINT (-113.60915178424662 53.51612118780273)","100",,,"COMMERCIAL",,
"1109016",,"18150","127 STREET NW","Y","3490","GOODRIDGE CORNERS","Anirniq Ward","579000","53.64370197983953","-113.54203372040338","POINT (-113.54203372040338 53.64370197983953)","100",,,"RESIDENTIAL",,
"1205111",,"15926","94 AVENUE NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","405500","53.53013749741788","-113.59619975242633","POINT (-113.59619975242633 53.53013749741788)","100",,,"RESIDENTIAL",,
"1292309","204","17103","63 AVENUE NW","N","4080","CALLINGWOOD SOUTH","sipiwiyiniwak Ward","121000","53.49898412109566","-113.61930247119706","POINT (-113.61930247119706 53.49898412109566)","100",,,"RESIDENTIAL",,
"1180447",,,,"N","5480","STRATHCONA","papastew Ward","7000","53.5241732479624","-113.4926579174034","POINT (-113.4926579174034 53.5241732479624)","100",,,"RESIDENTIAL",,
"1027945","8","10141","154 STREET NW","N","4090","CANORA","Nakota Isga Ward","65500","53.542939793659265","-113.58631399382841","POINT (-113.58631399382841 53.542939793659265)","100",,,"RESIDENTIAL",,
"1168897",,"244","HEATH ROAD NW","Y","5230","HENDERSON ESTATES","pihêsiwin Ward","495000","53.46544047921952","-113.599063595076","POINT (-113.599063595076 53.46544047921952)","100",,,"RESIDENTIAL",,
"1178151","2103","10135","SASKATCHEWAN DRIVE NW","N","5480","STRATHCONA","papastew Ward","202000","53.5241732479624","-113.4926579174034","POINT (-113.4926579174034 53.5241732479624)","100",,,"RESIDENTIAL",,
"1262831","205","14916","26 STREET NW","N","2280","FRASER","Dene Ward","52500","53.61197346411985","-113.37948128519791","POINT (-113.37948128519791 53.61197346411985)","100",,,"RESIDENTIAL",,
"1037472",,"15106","105 AVENUE NW","Y","4090","CANORA","Nakota Isga Ward","275500","53.54810821557527","-113.58223322806884","POINT (-113.58223322806884 53.54810821557527)","100",,,"RESIDENTIAL",,
"1273473",,"9808","155 STREET NW","N","4580","WEST JASPER PLACE","Nakota Isga Ward","335500","53.536472979831004","-113.58905015932119","POINT (-113.58905015932119 53.536472979831004)","100",,,"RESIDENTIAL",,
"1209840",,"16041","95 AVENUE NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","346000","53.5312832084253","-113.60045627480278","POINT (-113.60045627480278 53.5312832084253)","100",,,"RESIDENTIAL",,
"1150457",,"8313","160 STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","415500","53.51806217133344","-113.59784018628675","POINT (-113.59784018628675 53.51806217133344)","100",,,"RESIDENTIAL",,
"1213834","1205","8340","JASPER AVENUE NW","N","1070","CROMDALE","Métis Ward","169500","53.55591201019","-113.47031114606736","POINT (-113.47031114606736 53.55591201019)","100",,,"RESIDENTIAL",,
"1103126",,"14912","76 AVENUE NW","Y","4430","RIO TERRACE","sipiwiyiniwak Ward","460000","53.50910560208682","-113.5790415457341","POINT (-113.5790415457341 53.50910560208682)","100",,,"RESIDENTIAL",,
"1285857","503","10145","121 STREET NW","N","1150","OLIVER","O-day'min Ward","99500","53.542161896253226","-113.53018329065722","POINT (-113.53018329065722 53.542161896253226)","100",,,"RESIDENTIAL",,
"1358464",,"9952","159 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","341500","53.53898601309899","-113.59607093491856","POINT (-113.59607093491856 53.53898601309899)","100",,,"RESIDENTIAL",,
"1329291","210","9816","156 STREET NW","N","4180","GLENWOOD","Nakota Isga Ward","79000","53.5366931094185","-113.59085100674228","POINT (-113.59085100674228 53.5366931094185)","100",,,"RESIDENTIAL",,
"1170216","146","16725","106 STREET NW","N","3030","BATURYN","tastawiyiniwak Ward","224000","53.62981153409209","-113.50471561757047","POINT (-113.50471561757047 53.62981153409209)","100",,,"RESIDENTIAL",,
"1027994","14","10141","154 STREET NW","N","4090","CANORA","Nakota Isga Ward","67000","53.542939793659265","-113.58631399382841","POINT (-113.58631399382841 53.542939793659265)","100",,,"RESIDENTIAL",,
"1259373",,"9131","153 STREET NW","Y","4230","JASPER PARK","sipiwiyiniwak Ward","379000","53.52587992447842","-113.58457054721394","POINT (-113.58457054721394 53.52587992447842)","100",,,"RESIDENTIAL",,
"1297050","502","12841","65 STREET NW","N","2080","BELVEDERE","Dene Ward","63000","53.58718248293548","-113.4408550973522","POINT (-113.4408550973522 53.58718248293548)","100",,,"RESIDENTIAL",,
"1242791",,"16702","93 AVENUE NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","362500","53.52914021539857","-113.61025232525165","POINT (-113.61025232525165 53.52914021539857)","100",,,"RESIDENTIAL",,
"1068212",,"1330","CALGARY TRAIL SW","N","5466","CASHMAN","Ipiihkoohkanipiaohtsi Ward","1269500","53.4206194256198","-113.49495420157334","POINT (-113.49495420157334 53.4206194256198)","100",,,"COMMERCIAL",,
"1114032",,"22080","118A AVENUE NW","Y","4477","KINGLET GARDENS","Nakota Isga Ward","1842500","53.57116163521606","-113.69777203770705","POINT (-113.69777203770705 53.57116163521606)","100",,,"RESIDENTIAL",,
"1310416",,"10161","158 AVENUE NW","N","3040","BEAUMARIS","tastawiyiniwak Ward","213000","53.61879064397748","-113.49830002095884","POINT (-113.49830002095884 53.61879064397748)","100",,,"RESIDENTIAL",,
"1199637",,"5718","188 STREET NW","N","4220","JAMIESON PLACE","sipiwiyiniwak Ward","307500","53.49342549421602","-113.64859376118714","POINT (-113.64859376118714 53.49342549421602)","100",,,"RESIDENTIAL",,
"1180934",,"18916","78 AVENUE NW","Y","4270","LYMBURN","sipiwiyiniwak Ward","372500","53.51130195868866","-113.64949051025462","POINT (-113.64949051025462 53.51130195868866)","100",,,"RESIDENTIAL",,
"1017664",,"12","WILLOW WAY NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","566500","53.505785759213744","-113.60130213801102","POINT (-113.60130213801102 53.505785759213744)","100",,,"RESIDENTIAL",,
"1047828",,"15231","72 STREET NW","Y","2410","KILKENNY","tastawiyiniwak Ward","341000","53.614804632983194","-113.44869546907695","POINT (-113.44869546907695 53.614804632983194)","100",,,"RESIDENTIAL",,
"1259563",,"194","CENTENNIAL COURT NW","N","4060","BRITANNIA YOUNGSTOWN","Nakota Isga Ward","153000","53.54767180705669","-113.61051384692745","POINT (-113.61051384692745 53.54767180705669)","100",,,"RESIDENTIAL",,
"1215722",,"8709","164 STREET NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","341500","53.520746816127314","-113.603964736076","POINT (-113.603964736076 53.520746816127314)","100",,,"RESIDENTIAL",,
"1130749",,"7312","188 STREET NW","Y","4270","LYMBURN","sipiwiyiniwak Ward","370500","53.50748196069558","-113.64907810450936","POINT (-113.64907810450936 53.50748196069558)","100",,,"RESIDENTIAL",,
"1268739",,"9012","150 STREET NW","Y","4230","JASPER PARK","sipiwiyiniwak Ward","276000","53.52353090136475","-113.58028912534543","POINT (-113.58028912534543 53.52353090136475)","100",,,"RESIDENTIAL",,
"1124981","39","4403","RIVERBEND ROAD NW","N","5340","RAMSAY HEIGHTS","pihêsiwin Ward","193000","53.481562086954206","-113.57882985906069","POINT (-113.57882985906069 53.481562086954206)","100",,,"RESIDENTIAL",,
"1229038","9","18010","98 AVENUE NW","N","4240","LA PERLE","Nakota Isga Ward","202000","53.53457465481765","-113.63256666859638","POINT (-113.63256666859638 53.53457465481765)","100",,,"RESIDENTIAL",,
"1283514",,"7405","186 STREET NW","Y","4270","LYMBURN","sipiwiyiniwak Ward","340000","53.508142471618804","-113.64455765299047","POINT (-113.64455765299047 53.508142471618804)","100",,,"RESIDENTIAL",,
"1274489","203","15519","98 AVENUE NW","N","4580","WEST JASPER PLACE","Nakota Isga Ward","74500","53.535950315118754","-113.58980035153839","POINT (-113.58980035153839 53.535950315118754)","100",,,"RESIDENTIAL",,
"1202050",,"15809","93 AVENUE NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","387500","53.52807729771886","-113.59341107871056","POINT (-113.59341107871056 53.52807729771886)","100",,,"RESIDENTIAL",,
"1179027",,,,"N","5480","STRATHCONA","papastew Ward","7000","53.5241732479624","-113.4926579174034","POINT (-113.4926579174034 53.5241732479624)","100",,,"RESIDENTIAL",,
"1029610","38","2020","105 STREET NW","N","5250","KEHEEWIN","Ipiihkoohkanipiaohtsi Ward","202000","53.45158551934073","-113.50248090098611","POINT (-113.50248090098611 53.45158551934073)","100",,,"RESIDENTIAL",,
"1010750",,"276","RHATIGAN ROAD WEST NW","Y","5350","RHATIGAN RIDGE","pihêsiwin Ward","477500","53.47657334845233","-113.5899888089169","POINT (-113.5899888089169 53.47657334845233)","100",,,"RESIDENTIAL",,
"1355585",,"9913","158 STREET NW","N","4180","GLENWOOD","Nakota Isga Ward","312000","53.538044960066244","-113.59333150281073","POINT (-113.59333150281073 53.538044960066244)","100",,,"RESIDENTIAL",,
"1059039",,"311","KIRKPATRICK CRESCENT NW","Y","6370","KINISKI GARDENS","Sspomitapi Ward","315000","53.48154636190914","-113.40165831469623","POINT (-113.40165831469623 53.48154636190914)","100",,,"RESIDENTIAL",,
"1009034",,"8520","152B AVENUE NW","Y","2260","EVANSDALE","tastawiyiniwak Ward","364000","53.614699334741836","-113.47337436777924","POINT (-113.47337436777924 53.614699334741836)","100",,,"RESIDENTIAL",,
"1294214","18","14620","26 STREET NW","N","2280","FRASER","Dene Ward","137500","53.61091518703206","-113.38007816269625","POINT (-113.38007816269625 53.61091518703206)","100",,,"RESIDENTIAL",,
"1094168",,"315","HEDLEY WAY NW","Y","5230","HENDERSON ESTATES","pihêsiwin Ward","845000","53.46223946633859","-113.60164006177314","POINT (-113.60164006177314 53.46223946633859)","100",,,"RESIDENTIAL",,
"1154871","11","3221","119 STREET NW","N","5490","SWEET GRASS","Ipiihkoohkanipiaohtsi Ward","216500","53.463969140466915","-113.53755902168045","POINT (-113.53755902168045 53.463969140466915)","100",,,"RESIDENTIAL",,
"1037167",,"9523","180A AVENUE NW","Y","2450","LAGO LINDO","tastawiyiniwak Ward","377500","53.64269327415666","-113.48961325970286","POINT (-113.48961325970286 53.64269327415666)","100",,,"RESIDENTIAL",,
"1338268",,"9520","168 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","337000","53.532829695291916","-113.61270953526649","POINT (-113.61270953526649 53.532829695291916)","100",,,"RESIDENTIAL",,
"1390111",,"10225","162 STREET NW","Y","4060","BRITANNIA YOUNGSTOWN","Nakota Isga Ward","256500","53.54415927482132","-113.6004752306835","POINT (-113.6004752306835 53.54415927482132)","100",,,"RESIDENTIAL",,
"1038835",,"17008","103 STREET NW","N","3030","BATURYN","tastawiyiniwak Ward","162500","53.63293909313374","-113.50158086382412","POINT (-113.50158086382412 53.63293909313374)","100",,,"RESIDENTIAL",,
"1160779",,"16302","80 AVENUE NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","462500","53.51392452370582","-113.60309215551729","POINT (-113.60309215551729 53.51392452370582)","100",,,"RESIDENTIAL",,
"1257716",,"135","CENTENNIAL COURT NW","N","4060","BRITANNIA YOUNGSTOWN","Nakota Isga Ward","192500","53.54767180705669","-113.61051384692745","POINT (-113.61051384692745 53.54767180705669)","100",,,"RESIDENTIAL",,
"1031525",,"1019","109 STREET NW","Y","5030","BEARSPAW","Ipiihkoohkanipiaohtsi Ward","382000","53.44151158993527","-113.50558342925075","POINT (-113.50558342925075 53.44151158993527)","100",,,"RESIDENTIAL",,
"1215789",,"8713","164 STREET NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","343000","53.521031590940225","-113.6039614309006","POINT (-113.6039614309006 53.521031590940225)","100",,,"RESIDENTIAL",,
"1315035","901","10011","123 STREET NW","N","1150","OLIVER","O-day'min Ward","225500","53.54094873521212","-113.53361896801161","POINT (-113.53361896801161 53.54094873521212)","100",,,"RESIDENTIAL",,
"1315902","2205","10011","123 STREET NW","N","1150","OLIVER","O-day'min Ward","213000","53.54094873521212","-113.53361896801161","POINT (-113.53361896801161 53.54094873521212)","100",,,"RESIDENTIAL",,
"1053206",,"3710","42 AVENUE NW","Y","6370","KINISKI GARDENS","Sspomitapi Ward","288000","53.47903693381204","-113.39780473575154","POINT (-113.39780473575154 53.47903693381204)","100",,,"RESIDENTIAL",,
"1279686",,"9332","155 STREET NW","Y","4500","SHERWOOD","sipiwiyiniwak Ward","255500","53.52945307909897","-113.58906188667096","POINT (-113.58906188667096 53.52945307909897)","100",,,"RESIDENTIAL",,
"1178532",,"16201","87 AVENUE NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","325500","53.51917822585805","-113.60150173180286","POINT (-113.60150173180286 53.51917822585805)","100",,,"RESIDENTIAL",,
